timestamp,rssi,noise,snr,channel_util,stability
2025-08-08T11:15:45.001107,-76.56554534136349,30.31581963841431,-106.8813649797778,54.54545454545454,0
2025-08-08T11:17:45.001107,-61.56421412242591,17.74511908462431,-79.30933320705022,18.181818181818183,1
2025-08-08T11:19:45.001107,-67.40866999268741,18.675849464480788,-86.0845194571682,27.27272727272727,1
2025-08-08T11:21:45.001107,-62.68681937712244,16.698310457902856,-79.3851298350253,9.090909090909092,1
2025-08-08T11:23:45.001107,-69.07464804330004,11.308250013041722,-80.38289805634176,9.090909090909092,1
2025-08-08T11:25:45.001107,-70.17532819259829,17.491422257777415,-87.6667504503757,9.090909090909092,1
2025-08-08T11:27:45.001107,-66.29271606461192,19.60047273882094,-85.89318880343286,27.27272727272727,1
2025-08-08T11:29:45.001107,-80.59514148360614,42.698764862858546,-123.2939063464647,36.36363636363637,0
2025-08-08T11:31:45.001107,-58.60000679133417,19.25004444895581,-77.85005124028997,9.090909090909092,1
2025-08-08T11:33:45.001107,-61.37553448259975,13.668717607582103,-75.04425209018186,18.181818181818183,1
2025-08-08T11:35:45.001107,-65.43650182100893,10.829913375439324,-76.26641519644825,18.181818181818183,1
2025-08-08T11:37:45.001107,-71.42340179582672,13.050719364168398,-84.47412115999512,9.090909090909092,1
2025-08-08T11:39:45.001107,-65.8646942160917,19.953089714912778,-85.81778393100448,9.090909090909092,1
2025-08-08T11:41:45.001107,-82.26908489710544,44.97249566193753,-127.24158055904297,36.36363636363637,0
2025-08-08T11:43:45.001107,-65.17792640088084,11.594262682747157,-76.77218908362799,27.27272727272727,1
2025-08-08T11:45:45.001107,-69.20683094279151,16.971421226379775,-86.17825216917129,9.090909090909092,1
2025-08-08T11:47:45.001107,-82.8154875487281,39.09200167520599,-121.90748922393409,54.54545454545454,0
2025-08-08T11:49:45.001107,-63.166245527548945,13.39886432480968,-76.56510985235863,18.181818181818183,1
2025-08-08T11:51:45.001107,-70.34282627124044,17.721775930239332,-88.06460220147977,9.090909090909092,1
2025-08-08T11:53:45.001107,-70.40078961593431,27.246815314808874,-97.64760493074319,45.45454545454545,0
2025-08-08T11:55:45.001107,-65.24400242447173,16.483895208996486,-81.72789763346822,27.27272727272727,1
2025-08-08T11:57:45.001107,-66.44824222177567,16.74737185054652,-83.1956140723222,27.27272727272727,1
2025-08-08T11:59:45.001107,-64.57516087067584,11.972177558930984,-76.54733842960682,27.27272727272727,1
2025-08-08T12:01:45.001107,-64.2722310839462,14.44064330758438,-78.71287439153058,27.27272727272727,1
2025-08-08T12:03:45.001107,-62.92729292222109,19.092718351601505,-82.0200112738226,9.090909090909092,1
2025-08-08T12:05:45.001107,-64.71240639176983,19.82838569440414,-84.54079208617398,18.181818181818183,1
2025-08-08T12:07:45.001107,-78.1561962923244,43.40013710775632,-121.55633340008072,45.45454545454545,0
2025-08-08T12:09:45.001107,-64.80760035623932,10.056812397440298,-74.86441275367962,27.27272727272727,1
2025-08-08T12:11:45.001107,-72.3970114825197,32.39657031663074,-104.79358179915045,72.72727272727273,0
2025-08-08T12:13:45.001107,-64.86779207185839,11.411376387449579,-76.27916845930797,18.181818181818183,1
2025-08-08T12:15:45.001107,-61.14398767149949,14.74168659936609,-75.88567427086558,27.27272727272727,1
2025-08-08T12:17:45.001107,-67.0328351913289,18.696283088402637,-85.72911827973154,18.181818181818183,1
2025-08-08T12:19:45.001107,-62.707688432661534,11.398808694203598,-74.10649712686514,18.181818181818183,1
2025-08-08T12:21:45.001107,-67.37680860647768,14.814012391369564,-82.19082099784724,27.27272727272727,1
2025-08-08T12:23:45.001107,-64.8370389688666,11.023200948083257,-75.86023991694985,27.27272727272727,1
2025-08-08T12:25:45.001107,-66.00786045939016,10.594404833794702,-76.60226529318486,27.27272727272727,1
2025-08-08T12:27:45.001107,-73.29483982076218,31.642880525772846,-104.93772034653503,54.54545454545454,0
2025-08-08T12:29:45.001107,-62.84197882511089,19.211356542695135,-82.05333536780603,27.27272727272727,1
2025-08-08T12:31:45.001107,-69.4113261483383,18.56910313394724,-87.98042928228554,18.181818181818183,1
2025-08-08T12:33:45.001107,-61.89211514700958,18.778817865443486,-80.67093301245306,27.27272727272727,1
2025-08-08T12:35:45.001107,-78.78878339966056,33.171472305047196,-111.96025570470775,63.63636363636363,0
2025-08-08T12:37:45.001107,-84.37185956222234,28.929657384879576,-113.30151694710192,72.72727272727273,0
2025-08-08T12:39:45.001107,-69.39306221189268,17.8694758586239,-87.26253807051658,18.181818181818183,1
2025-08-08T12:41:45.001107,-83.08993130893502,40.5016609510446,-123.59159225997962,45.45454545454545,0
2025-08-08T12:43:45.001107,-78.1988587149547,41.82273846621612,-120.02159718117082,36.36363636363637,0
2025-08-08T12:45:45.001107,-66.86538758822526,11.492359801184481,-78.35774738940974,27.27272727272727,1
2025-08-08T12:47:45.001107,-57.47236907657138,13.714075549256883,-71.18644462582827,18.181818181818183,1
